url,title,description,h1,h1_count,canonical,robots,images,videos
/brands/h-moser/,Ремонт часов H. Moser & Cie. в Москве — независимая мастерская,Диагностика и обслуживание часов H. Moser & Cie. в Москве. Независимая мастерская на Петровке.,H. Moser & Cie.,1,https://remontiryemchasi.ru/brands/h-moser/,"noindex,follow",0,0
/brands/hublot/,Ремонт часов Hublot в Москве — независимая мастерская,Диагностика и обслуживание часов Hublot в Москве. Независимая мастерская на Петровке.,Hublot,1,https://remontiryemchasi.ru/brands/hublot/,"noindex,follow",0,0
/brands/,"Ремонт часов Rolex, Patek Philippe, Omega и других брендов",Независимое обслуживание часов ведущих швейцарских и международных мануфактур в Москве.,Бренды,1,https://remontiryemchasi.ru/brands/,"noindex,follow",1,0
/brands/iwc/,Ремонт часов IWC Schaffhausen в Москве — независимая мастерская,Диагностика и обслуживание часов IWC Schaffhausen в Москве. Независимая мастерская на Петровке.,IWC Schaffhausen,1,https://remontiryemchasi.ru/brands/iwc/,"noindex,follow",0,0
/brands/jaeger-lecoultre/,Ремонт часов Jaeger-LeCoultre в Москве — независимая мастерская,Диагностика и обслуживание часов Jaeger-LeCoultre в Москве. Независимая мастерская на Петровке.,Jaeger-LeCoultre,1,https://remontiryemchasi.ru/brands/jaeger-lecoultre/,"noindex,follow",0,0
/brands/longines/,Ремонт часов Longines в Москве — независимая мастерская,Диагностика и обслуживание часов Longines в Москве. Независимая мастерская на Петровке.,Longines,1,https://remontiryemchasi.ru/brands/longines/,"noindex,follow",0,0
/brands/maurice-lacroix/,Ремонт часов Maurice Lacroix в Москве — независимая мастерская,Диагностика и обслуживание часов Maurice Lacroix в Москве. Независимая мастерская на Петровке.,Maurice Lacroix,1,https://remontiryemchasi.ru/brands/maurice-lacroix/,"noindex,follow",0,0
/brands/omega/,Ремонт часов Omega в Москве — независимая мастерская,Диагностика и обслуживание часов Omega в Москве. Независимая мастерская на Петровке.,Omega,1,https://remontiryemchasi.ru/brands/omega/,"noindex,follow",0,0
/brands/oris/,Ремонт часов Oris в Москве — независимая мастерская,Диагностика и обслуживание часов Oris в Москве. Независимая мастерская на Петровке.,Oris,1,https://remontiryemchasi.ru/brands/oris/,"noindex,follow",0,0
/brands/panerai/,Ремонт часов Panerai в Москве — независимая мастерская,Диагностика и обслуживание часов Panerai в Москве. Независимая мастерская на Петровке.,Panerai,1,https://remontiryemchasi.ru/brands/panerai/,"noindex,follow",0,0
/brands/parmigiani/,Ремонт часов Parmigiani Fleurier в Москве — независимая мастерская,Диагностика и обслуживание часов Parmigiani Fleurier в Москве. Независимая мастерская на Петровке.,Parmigiani Fleurier,1,https://remontiryemchasi.ru/brands/parmigiani/,"noindex,follow",0,0
/brands/patek-philippe/,Ремонт часов Patek Philippe в Москве — независимая мастерская,Диагностика и обслуживание часов Patek Philippe в Москве. Независимая мастерская на Петровке.,Patek Philippe,1,https://remontiryemchasi.ru/brands/patek-philippe/,"noindex,follow",0,0
/brands/piaget/,Ремонт часов Piaget в Москве — независимая мастерская,Диагностика и обслуживание часов Piaget в Москве. Независимая мастерская на Петровке.,Piaget,1,https://remontiryemchasi.ru/brands/piaget/,"noindex,follow",0,0
/brands/rado/,Ремонт часов Rado в Москве — независимая мастерская,Диагностика и обслуживание часов Rado в Москве. Независимая мастерская на Петровке.,Rado,1,https://remontiryemchasi.ru/brands/rado/,"noindex,follow",0,0
/brands/rolex/,Ремонт часов Rolex в Москве — независимая мастерская,Диагностика и обслуживание часов Rolex в Москве. Независимая мастерская на Петровке.,Rolex,1,https://remontiryemchasi.ru/brands/rolex/,"noindex,follow",0,0
/brands/tag-heuer/,Ремонт часов TAG Heuer в Москве — независимая мастерская,Диагностика и обслуживание часов TAG Heuer в Москве. Независимая мастерская на Петровке.,TAG Heuer,1,https://remontiryemchasi.ru/brands/tag-heuer/,"noindex,follow",0,0
/brands/tissot/,Ремонт часов Tissot в Москве — независимая мастерская,Диагностика и обслуживание часов Tissot в Москве. Независимая мастерская на Петровке.,Tissot,1,https://remontiryemchasi.ru/brands/tissot/,"noindex,follow",0,0
/brands/tudor/,Ремонт часов Tudor в Москве — независимая мастерская,Диагностика и обслуживание часов Tudor в Москве. Независимая мастерская на Петровке.,Tudor,1,https://remontiryemchasi.ru/brands/tudor/,"noindex,follow",0,0
/brands/ulysse-nardin/,Ремонт часов Ulysse Nardin в Москве — независимая мастерская,Диагностика и обслуживание часов Ulysse Nardin в Москве. Независимая мастерская на Петровке.,Ulysse Nardin,1,https://remontiryemchasi.ru/brands/ulysse-nardin/,"noindex,follow",0,0
/brands/vacheron-constantin/,Ремонт часов Vacheron Constantin в Москве — независимая мастерская,Диагностика и обслуживание часов Vacheron Constantin в Москве. Независимая мастерская на Петровке.,Vacheron Constantin,1,https://remontiryemchasi.ru/brands/vacheron-constantin/,"noindex,follow",0,0
/brands/zenith/,Ремонт часов Zenith в Москве — независимая мастерская,Диагностика и обслуживание часов Zenith в Москве. Независимая мастерская на Петровке.,Zenith,1,https://remontiryemchasi.ru/brands/zenith/,"noindex,follow",0,0
/contacts/,Контакты часовой мастерской на Петровке,Запись на диагностику и обслуживание часов в независимой мастерской на Петровке в Москве.,Контакты,1,https://remontiryemchasi.ru/contacts/,"noindex,follow",1,0
/,Ремонт швейцарских часов на Петровке — независимая мастерская,"Диагностика, обслуживание и восстановление швейцарских часов в Москве. Независимая часовая мастерская на Петровке.",Ошибка здесьнеуместна.,1,https://remontiryemchasi.ru/,"noindex,follow",11,5
/prices/,Цены на ремонт и обслуживание часов,"Структура стоимости обслуживания часов: механизм, корпус, стекло, герметичность и сложные калибры.",Цены,1,https://remontiryemchasi.ru/prices/,"noindex,follow",1,0
/services/automatic-winding/,Ремонт автоподзавода часов в Москве — часовая мастерская,Ремонт автоподзавода: диагностика и обслуживание в независимой мастерской на Петровке. Стоимость после осмотра.,Ремонт автоподзавода,1,https://remontiryemchasi.ru/services/automatic-winding/,"noindex,follow",1,0
/services/chronograph/,Хронографы и сложные механизмы часов в Москве — часовая мастерская,Хронографы и сложные механизмы: диагностика и обслуживание в независимой мастерской на Петровке. Стоимость после осмотра.,Хронографы и сложные механизмы,1,https://remontiryemchasi.ru/services/chronograph/,"noindex,follow",1,0
/services/full-service/,Полное обслуживание механизма часов в Москве — часовая мастерская,Полное обслуживание механизма: диагностика и обслуживание в независимой мастерской на Петровке. Стоимость после осмотра.,Полное обслуживание механизма,1,https://remontiryemchasi.ru/services/full-service/,"noindex,follow",1,0
/services/glass-replacement/,Замена стекла часов в Москве — часовая мастерская,Замена стекла: диагностика и обслуживание в независимой мастерской на Петровке. Стоимость после осмотра.,Замена стекла,1,https://remontiryemchasi.ru/services/glass-replacement/,"noindex,follow",1,0
/services/,Услуги часовой мастерской — ремонт и обслуживание часов,"Полное обслуживание, ремонт механизмов, полировка, стекло, герметичность, автоподзавод и сложные механизмы.",Услуги,1,https://remontiryemchasi.ru/services/,"noindex,follow",1,0
/services/movement-repair/,Ремонт механизма часов в Москве — часовая мастерская,Ремонт механизма: диагностика и обслуживание в независимой мастерской на Петровке. Стоимость после осмотра.,Ремонт механизма,1,https://remontiryemchasi.ru/services/movement-repair/,"noindex,follow",1,0
/services/polishing/,Полировка и восстановление корпуса часов в Москве — часовая мастерская,Полировка и восстановление корпуса: диагностика и обслуживание в независимой мастерской на Петровке. Стоимость после осмотра.,Полировка и восстановление корпуса,1,https://remontiryemchasi.ru/services/polishing/,"noindex,follow",1,0
/services/restoration/,Реставрация часов в Москве — часовая мастерская,Реставрация: диагностика и обслуживание в независимой мастерской на Петровке. Стоимость после осмотра.,Реставрация,1,https://remontiryemchasi.ru/services/restoration/,"noindex,follow",1,0
/services/water-resistance/,Проверка герметичности часов в Москве — часовая мастерская,Проверка герметичности: диагностика и обслуживание в независимой мастерской на Петровке. Стоимость после осмотра.,Проверка герметичности,1,https://remontiryemchasi.ru/services/water-resistance/,"noindex,follow",1,0
/works/corum-admirals-cup/,Corum Admiral’s Cup — кейс часовой мастерской,Кейс обслуживания часов Corum Admiral’s Cup. Независимая мастерская на Петровке.,Corum Admiral’s Cup,1,https://remontiryemchasi.ru/works/corum-admirals-cup/,"noindex,follow",0,0
/works/,Выполненные работы часовой мастерской,Кейсы обслуживания и ремонта швейцарских часов в независимой мастерской.,Выполненные работы,1,https://remontiryemchasi.ru/works/,"noindex,follow",1,0
/works/maurice-lacroix/,Maurice Lacroix Alarm — кейс часовой мастерской,Кейс обслуживания часов Maurice Lacroix Alarm. Независимая мастерская на Петровке.,Maurice Lacroix Alarm,1,https://remontiryemchasi.ru/works/maurice-lacroix/,"noindex,follow",0,0
/works/omega-seamaster-planet-ocean/,Omega Seamaster Planet Ocean — кейс часовой мастерской,Кейс обслуживания часов Omega Seamaster Planet Ocean. Независимая мастерская на Петровке.,Omega Seamaster Planet Ocean,1,https://remontiryemchasi.ru/works/omega-seamaster-planet-ocean/,"noindex,follow",0,0
/works/tissot/,Tissot Le Locle — кейс часовой мастерской,Кейс обслуживания часов Tissot Le Locle. Независимая мастерская на Петровке.,Tissot Le Locle,1,https://remontiryemchasi.ru/works/tissot/,"noindex,follow",0,0
